X,Y,OBJECTID,location,county,feedID,url,iframe,lat,long
-8470547.629,4802165.3088,72,US 40 S Pier #18 Hatem Br (C063),Harford County,5e012cb424680007004806363d235daa,https://chart.maryland.gov/video/video.php?feed=5e012cb424680007004806363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=5e012cb424680007004806363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.55971,-76.092224
-8555363.7302,4713907.7097,73,US 50 E. OF I-95/495,Prince George's County,3801a55801f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=3801a55801f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=3801a55801f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",38.945778,-76.85414
-8576128.1548,4723620.273,74,I-495 AT MD 97,Montgomery County,4e00dc82005e00bd0058fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=4e00dc82005e00bd0058fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=4e00dc82005e00bd0058fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.013603,-77.04067
-8481875.0551,4797095.5973,75,I-95 S of Md 22 (C015) MP 84.4,Harford County,d100b31600e60039004606363d235daa,https://chart.maryland.gov/video/video.php?feed=d100b31600e60039004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=d100b31600e60039004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.52459,-76.19398
-8531703.2177,4740097.2847,76,I-97 AT NEW CUT ROAD,Anne Arundel County,00012848007300bc004c823633235daa,https://chart.maryland.gov/video/video.php?feed=00012848007300bc004c823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=00012848007300bc004c823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.128517,-76.641594
-8511679.2903,4774806.0099,77,I-95 S of Md 43 (C023) MP 66.1,Baltimore County,94017d1100e40039004606363d235daa,https://chart.maryland.gov/video/video.php?feed=94017d1100e40039004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=94017d1100e40039004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.36997,-76.461716
-8528421.5191,4781117.956,78,I-695 W. OF YORK RD,Baltimore County,9cff12c400ef00ac004be2369e235daa,https://chart.maryland.gov/video/video.php?feed=9cff12c400ef00ac004be2369e235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=9cff12c400ef00ac004be2369e235daa"" frame border=""0"" allowfullscreen></iframe>",39.41379,-76.612114
-8408838.3372,4631821.3909,79,US 50 AT US 13 SALISBURY BYPASS,Wicomico County,d7000a1f00200031004a8436cf235d0a,https://chart.maryland.gov/video/video.php?feed=d7000a1f00200031004a8436cf235d0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=d7000a1f00200031004a8436cf235d0a"" frame border=""0"" allowfullscreen></iframe>",38.36996,-75.53788
-8553522.5058,4788410.0064,80,I-795 AT COCKEYS MILL RD,Baltimore County,60000d3b003300ba004be2369e235daa,https://chart.maryland.gov/video/video.php?feed=60000d3b003300ba004be2369e235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=60000d3b003300ba004be2369e235daa"" frame border=""0"" allowfullscreen></iframe>",39.46438,-76.8376
-8572994.5111,4743071.5233,81,Ashton Rd (MD 108) & New Hampshire Ave (MD 650),Montgomery County,27014de201200075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=27014de201200075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=27014de201200075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.14924,-77.01252
-8571743.28,4693272.7621,82,I-95/495 AT MD 210,Prince George's County,2901965801f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=2901965801f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=2901965801f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",38.801464,-77.00128
-8469651.6184,4802697.1132,83,US 40 S Pier #35 Hatem Br (C064),Cecil County,a50136f124680007004806363d235daa,https://chart.maryland.gov/video/video.php?feed=a50136f124680007004806363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=a50136f124680007004806363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.563393,-76.084175
-8515733.9914,4771969.086,84,"I-95N ML @ I-695, MP 63.7(C024C)",Baltimore County,de00376802d0009e0052fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=de00376802d0009e0052fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=de00376802d0009e0052fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.350266,-76.49814
-8534638.2674,4793172.662,85,I-83 AT SHAWAN ROAD,Baltimore County,5cff0d8f00d900bc004be2369e235daa,https://chart.maryland.gov/video/video.php?feed=5cff0d8f00d900bc004be2369e235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=5cff0d8f00d900bc004be2369e235daa"" frame border=""0"" allowfullscreen></iframe>",39.497402,-76.66796
-8618250.3369,4778829.0933,86,I-70 E. OF I-270,Frederick County,9201ff5801f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=9201ff5801f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=9201ff5801f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",39.397903,-77.41906
-8713614.8503,4823879.1989,87,RWIS I-68/SIDELING HILL,Washington County,c1ff9c0c00a100ab0050fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=c1ff9c0c00a100ab0050fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=c1ff9c0c00a100ab0050fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.70993,-78.275734
-8529639.4656,4766299.3633,88,I-83 and North Ave,Baltimore City,88005dc600990068004f823633235daa,https://chart.maryland.gov/video/video.php?feed=88005dc600990068004f823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=88005dc600990068004f823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.31087,-76.623055
-8585661.556,4730839.7331,89,Rockville Pk (MD 355) & Congressional La,Montgomery County,5601494900ee0074004d823633235daa,https://chart.maryland.gov/video/video.php?feed=5601494900ee0074004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=5601494900ee0074004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.063976,-77.12631
-8591495.8105,4739240.0375,90,Frederick Rd (MD 355) & Shady Grove Rd,Montgomery County,9c00a1c202600075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=9c00a1c202600075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=9c00a1c202600075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.122543,-77.17872
-8559310.5627,4731284.4802,91,"ICC MD 200 EB AT KONTERRA DRIVE, MM 19.6 (C-227)",Prince George's County,2f01de5c00e300410054fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=2f01de5c00e300410054fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=2f01de5c00e300410054fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.067078,-76.889595
-8591502.4896,4718066.8271,92,I-495 N. OF AMER LEG,Montgomery County,d901475800f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=d901475800f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=d901475800f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",38.97483,-77.17878
-8635384.0763,4823577.9288,93,MD 64 AT MD 418,Washington County,c000e031002400b90055fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=c000e031002400b90055fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=c000e031002400b90055fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.707848,-77.572975
-8529771.9358,4754574.8543,94,I-895 at Ritchie Spur (C047) MP 5.9,Anne Arundel County,db01192600680049004806363d235daa,https://chart.maryland.gov/video/video.php?feed=db01192600680049004806363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=db01192600680049004806363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.229332,-76.624245
-8534226.3852,4651829.6262,95,RWIS MD-231 AT PATUXENT RIVER,Calvert County,2c01b630005100240054fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=2c01b630005100240054fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=2c01b630005100240054fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.51074,-76.66426
-8560988.704,4732157.9732,96,ICC MD 200 WB E OF I-95 MM 18.6 (C-225),Prince George's County,7f00d20700f400ae004e3336c4235c0a,https://chart.maryland.gov/video/video.php?feed=7f00d20700f400ae004e3336c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=7f00d20700f400ae004e3336c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.07317,-76.90467
-8535217.1287,4759270.1811,97,I-95 N. OF I-695 SW,Baltimore City,c0012d5801f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=c0012d5801f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=c0012d5801f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",39.261997,-76.67316
-8616585.6652,4785186.956,98,US 15 AT MD 26,Frederick County,ccffd39d00a000e90056fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=ccffd39d00a000e90056fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=ccffd39d00a000e90056fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.442024,-77.404106
-8583131.2639,4739800.6695,99,"ICC MD 200 WB E OF MUNCASTER, MM 6.5 (C-211)",Montgomery County,800026950585004b004d06363d235daa,https://chart.maryland.gov/video/video.php?feed=800026950585004b004d06363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=800026950585004b004d06363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.12645,-77.10358
-8555079.8655,4709809.5288,100,I-95/495 AT MD 202,Prince George's County,5101be5801f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=5101be5801f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=5101be5801f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",38.91714,-76.85159
-8530330.7597,4716988.2304,101,US 50 E. OF RUTLAND RD,Anne Arundel County,2a0155be026200e50051fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=2a0155be026200e50051fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=2a0155be026200e50051fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.967297,-76.629265
-8508325.6793,4778693.2504,102,I-95 S NORTH OF JOPPA RD (C-021A) MP68.6,Baltimore County,5601403c00860064004d06363d235daa,https://chart.maryland.gov/video/video.php?feed=5601403c00860064004d06363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=5601403c00860064004d06363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.39696,-76.43159
-8834849.1229,4764291.4907,103,RWIS US 50 AT TABLE ROCK,Garrett County,be00a3fe007d00d30050fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=be00a3fe007d00d30050fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=be00a3fe007d00d30050fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.296913,-79.3648
-8513278.2835,4773590.1697,104,"I-95 N, North of King Ave (C023A), MP 65.1",Baltimore County,f80049ce008d0064004d06363d235daa,https://chart.maryland.gov/video/video.php?feed=f80049ce008d0064004d06363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=f80049ce008d0064004d06363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.361526,-76.47608
-8566683.3639,4733036.4174,105,ICC MD 200 EB W OF US 29 MM 15.8 (C-221),Montgomery County,6c017914001e00bd004e3336c4235c0a,https://chart.maryland.gov/video/video.php?feed=6c017914001e00bd004e3336c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=6c017914001e00bd004e3336c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.079296,-76.955826
-8481279.4958,4797508.3538,106,I-95 N of Md 22 (C014) MP 84.8,Harford County,4d00a5a100e50039004606363d235daa,https://chart.maryland.gov/video/video.php?feed=4d00a5a100e50039004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=4d00a5a100e50039004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.52745,-76.18863
-8515208.5634,4620672.0479,107,MD 235 AT CHANCELLORS RUN RD,St. Mary's County,4c00dc0e008b00070053fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=4c00dc0e008b00070053fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=4c00dc0e008b00070053fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.291393,-76.49342
-8580176.1767,4718331.7329,108,Bradley Blvd (MD 191) & Connecticut Ave (MD 185),Montgomery County,a1008d3b00020075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=a1008d3b00020075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=a1008d3b00020075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",38.97668,-77.077034
-8441849.019,4706871.2137,109,MD 404 AT CHOPTANK RIVER,Caroline County,9900ea4405b500e20052fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=9900ea4405b500e20052fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=9900ea4405b500e20052fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.8966,-75.83442
-8534042.1515,4779253.9205,110,I-83 AT RUXTON RD,Baltimore County,f70020c2006800a8004e3436c4235c0a,https://chart.maryland.gov/video/video.php?feed=f70020c2006800a8004e3436c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=f70020c2006800a8004e3436c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.400852,-76.662605
-8776951.8557,4812984.2701,113,I-68 EAST PRIOR TO WINCHESTER RD,Allegany County,bb00f8c6002300050058fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=bb00f8c6002300050058fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=bb00f8c6002300050058fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.634598,-78.8447
-8532036.1743,4769739.7308,114,I-83 and 41st Street,Baltimore City,2601615f009a0068004f823633235daa,https://chart.maryland.gov/video/video.php?feed=2601615f009a0068004f823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=2601615f009a0068004f823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.334778,-76.644585
-8520424.5495,4766538.7753,115,I-895 at Moravia Rd (C029) MP14.1,Baltimore City,7f01597a018d00e300441a366e230214,https://chart.maryland.gov/video/video.php?feed=7f01597a018d00e300441a366e230214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=7f01597a018d00e300441a366e230214"" frame border=""0"" allowfullscreen></iframe>",39.312534,-76.540276
-8525923.0644,4759617.9796,117,I-95 at FMT Top of South Portal (C040)MP 54.5,Baltimore City,a9008078019200e300441a366e230214,https://chart.maryland.gov/video/video.php?feed=a9008078019200e300441a366e230214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=a9008078019200e300441a366e230214"" frame border=""0"" allowfullscreen></iframe>",39.264416,-76.58967
-8530309.4976,4736333.9164,118,I-97 N. of  EX 10 BENFIELD BLVD,Anne Arundel County,1e010edb006a00bb004af03676235daa,https://chart.maryland.gov/video/video.php?feed=1e010edb006a00bb004af03676235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=1e010edb006a00bb004af03676235daa"" frame border=""0"" allowfullscreen></iframe>",39.102287,-76.629074
-8538029.6156,4758700.4156,119,I-695 AT WILKENS AVE,Baltimore County,c501325801f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=c501325801f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=c501325801f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",39.258034,-76.698425
-8455886.4068,4812256.9375,120,I-95 S of Md 272 (C004) MP 99.4,Cecil County,d501656c00e20039004606363d235daa,https://chart.maryland.gov/video/video.php?feed=d501656c00e20039004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=d501656c00e20039004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.629566,-75.96052
-8554084.6692,4709945.4501,121,RUBY LOCKHART AT ST. JOSEPH'S DR,Prince George's County,b300be2300a4005c0055fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=b300be2300a4005c0055fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=b300be2300a4005c0055fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.91809,-76.84265
-8562023.9753,4732400.7351,122,ICC MD 200 WB W OF I-95 MM 18.1 (C-224),Prince George's County,c8008761001f00bd004e3336c4235c0a,https://chart.maryland.gov/video/video.php?feed=c8008761001f00bd004e3336c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=c8008761001f00bd004e3336c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.074863,-76.91397
-8497347.3511,4681486.0223,123,MD 33 AT KNAPPS NARROWS BRIDGE,Talbot County,cf00ee7505b600e20052fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=cf00ee7505b600e20052fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=cf00ee7505b600e20052fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.7189,-76.33297
-8529808.1147,4760134.0202,124,I-95 AT I-395,Baltimore City,bb01285801f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=bb01285801f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=bb01285801f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",39.268005,-76.62457
-8532313.9164,4771222.5539,125,I-83 AND COLDSPRING LANE,Baltimore City,1600d0e600de001e004f823633235daa,https://chart.maryland.gov/video/video.php?feed=1600d0e600de001e004f823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=1600d0e600de001e004f823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.34508,-76.64708
-8556610.5085,4707057.5869,126,GARRETT A. MORGAN BLVD AT RIDGEFIELD,Prince George's County,ef00c25800a7005c0055fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=ef00c25800a7005c0055fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=ef00c25800a7005c0055fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.897903,-76.86534
-8492162.0893,4801481.4987,127,MD 22 AT SHUCKS RD,Harford County,e8ff1a9100c000580045e2369e235daa,https://chart.maryland.gov/video/video.php?feed=e8ff1a9100c000580045e2369e235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=e8ff1a9100c000580045e2369e235daa"" frame border=""0"" allowfullscreen></iframe>",39.554974,-76.28639
-8506867.9506,4770090.4818,128,RWIS MD 43 AT MD 150,Baltimore County,85ffb0bb00a200ab0050fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=85ffb0bb00a200ab0050fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=85ffb0bb00a200ab0050fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.337215,-76.418495
-8409945.9661,4588514.9294,129,RWIS US 13 AT US 113 (North),Worcester County,1e01f2f2004d001e0052fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=1e01f2f2004d001e0052fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=1e01f2f2004d001e0052fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.064312,-75.54783
-8556003.3719,4709896.8044,130,MD 202 AT BRIGHTSEAT RD,Prince George's County,5601c35801f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=5601c35801f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=5601c35801f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",38.91775,-76.859886
-8519722.1235,4767520.9419,131,I-95 N of I-895 Split (C028) MP 14.7,Baltimore City,5f00c39300e70039004606363d235daa,https://chart.maryland.gov/video/video.php?feed=5f00c39300e70039004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=5f00c39300e70039004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.31936,-76.533966
-8554941.8293,4708353.1398,132,I-95/495 AT ARENA DR,Prince George's County,4c01b95801f700d700437a45351f0214,https://chart.maryland.gov/video/video.php?feed=4c01b95801f700d700437a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=4c01b95801f700d700437a45351f0214"" frame border=""0"" allowfullscreen></iframe>",38.90696,-76.85035
-8532664.5728,4787328.6207,133,I-83 N OF Padonia RD,Baltimore County,f20026b2006d00a8004e3436c4235c0a,https://chart.maryland.gov/video/video.php?feed=f20026b2006d00a8004e3436c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=f20026b2006d00a8004e3436c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.45688,-76.65023
-8515340.5884,4772067.8408,134,"I-95N GP @ I-695, MP 63.9(C024B)",Baltimore County,0000309302ce009e0052fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=0000309302ce009e0052fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=0000309302ce009e0052fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.350952,-76.494606
-8552217.1734,4764224.8898,135,I-70 AT US 29,Howard County,4b002ac3002700d7004b823633235daa,https://chart.maryland.gov/video/video.php?feed=4b002ac3002700d7004b823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=4b002ac3002700d7004b823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.29645,-76.825874
-8516492.0772,4755151.5725,136,I-695 I/L S of Broening Hgwy (C054) MP 46.4,Baltimore County,83014c5ac47701b8004606363d235daa,https://chart.maryland.gov/video/video.php?feed=83014c5ac47701b8004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=83014c5ac47701b8004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.233345,-76.50495
-8518712.3444,4753288.8902,137,I-695 I/L Pier #18,Baltimore City,ecffa184017100850053fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=ecffa184017100850053fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=ecffa184017100850053fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.220383,-76.524895
-8613325.5626,4780096.4252,138,I-70 E. EX 56 MD 144,Frederick County,8701c10d073d000800447a45351f0214,https://chart.maryland.gov/video/video.php?feed=8701c10d073d000800447a45351f0214,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=8701c10d073d000800447a45351f0214"" frame border=""0"" allowfullscreen></iframe>",39.4067,-77.37482
-8455455.6004,4812619.1517,139,I-95 N of Md 272 (C003) MP 99.9,Cecil County,5c0161f800e10039004606363d235daa,https://chart.maryland.gov/video/video.php?feed=5c0161f800e10039004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=5c0161f800e10039004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.632072,-75.95665
-8587689.7971,4723551.9339,140,I-495 N OF I-270 SPUR,Montgomery County,4800e8aa00ab0059005cd336c4235c0a,https://chart.maryland.gov/video/video.php?feed=4800e8aa00ab0059005cd336c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=4800e8aa00ab0059005cd336c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.013153,-77.144615
-8499306.5742,4785233.227,141,I-95 S of Md 152  (C021) MP 74.1,Harford County,4c01cf7300e80039004606363d235daa,https://chart.maryland.gov/video/video.php?feed=4c01cf7300e80039004606363d235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=4c01cf7300e80039004606363d235daa"" frame border=""0"" allowfullscreen></iframe>",39.442345,-76.35057
-8530453.7677,4732338.9328,142,I-97 N OF MD 32,Anne Arundel County,1b0001f0019700c40051fa36c4235c0a,https://chart.maryland.gov/video/video.php?feed=1b0001f0019700c40051fa36c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=1b0001f0019700c40051fa36c4235c0a"" frame border=""0"" allowfullscreen></iframe>",39.074432,-76.63037
-8560592.9632,4742464.0605,143,US 29 at MD 216,Howard County,53000a2a002d00cf004ae33696235daa,https://chart.maryland.gov/video/video.php?feed=53000a2a002d00cf004ae33696235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=53000a2a002d00cf004ae33696235daa"" frame border=""0"" allowfullscreen></iframe>",39.145008,-76.901115
-8502020.5434,4720653.1773,144,WPL C507 at Gantry N-12 MP 2.7,Anne Arundel County,e30088da2e32001b00503336c4235c0a,https://chart.maryland.gov/video/video.php?feed=e30088da2e32001b00503336c4235c0a,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=e30088da2e32001b00503336c4235c0a"" frame border=""0"" allowfullscreen></iframe>",38.99289,-76.37495
-8579982.0355,4726205.7481,145,Connecticut Ave (MD 185) & University Blvd (MD 193),Montgomery County,be00f98402680075004d823633235daa,https://chart.maryland.gov/video/video.php?feed=be00f98402680075004d823633235daa,"<iframe width=""484"" height=""364"" src=""https://chart.maryland.gov/video/video.php?feed=be00f98402680075004d823633235daa"" frame border=""0"" allowfullscreen></iframe>",39.031647,-77.07529
